Date,Open,High,Low,Close,Volume,Turnover (Rs. Cr)
07-Oct-2015,8146.2,8188.9,8132.9,8177.4,199911165,7894.19
08-Oct-2015,8196.75,8196.75,8105.85,8129.35,177030502,7837.16
09-Oct-2015,8186.35,8232.2,8139.65,8189.7,205859184,7960.62
12-Oct-2015,8231.5,8244.5,8128.2,8143.6,205255913,7604.3
13-Oct-2015,8121.95,8150.25,8088.6,8131.7,150431773,6877.36
14-Oct-2015,8102.4,8139.3,8096.35,8107.9,143158108,6607.21
15-Oct-2015,8134.35,8190.55,8129.8,8179.5,172429864,7625.17
16-Oct-2015,8193.65,8246.4,8147.65,8238.15,161153559,6956.78
19-Oct-2015,8262.55,8283.05,8239.2,8275.05,128300205,6880.43
20-Oct-2015,8280.3,8294.05,8229.2,8261.65,159947752,7661.53
21-Oct-2015,8258.35,8294.4,8217.15,8251.7,149270047,6689.35
23-Oct-2015,8308.25,8328.1,8280.75,8295.45,156664310,7466.28
26-Oct-2015,8333.65,8336.3,8252.05,8260.55,138006303,6799.49
27-Oct-2015,8230.35,8241.95,8217.05,8232.9,161493491,8271.49
28-Oct-2015,8188.9,8209.1,8131.8,8171.2,194708669,9131.44
29-Oct-2015,8175.45,8179.6,8098,8111.75,224234135,10569.95
30-Oct-2015,8123.55,8146.1,8044.4,8065.8,205663493,9218.39
02-Nov-2015,8054.55,8060.7,7995.6,8050.8,140323983,6552.67
03-Nov-2015,8086.35,8100.35,8031.75,8060.7,136625382,5955.64
04-Nov-2015,8104.9,8116.1,8027.3,8040.2,125935846,5696.01
05-Nov-2015,8030.35,8031.2,7944.1,7955.45,136223827,6001.38
06-Nov-2015,7956.55,8002.65,7926.15,7954.3,226329409,8771.77
09-Nov-2015,7788.25,7937.75,7771.7,7915.2,218422388,9376.17
10-Nov-2015,7877.6,7885.1,7772.85,7783.35,170267413,7153.47
11-Nov-2015,7838.8,7847.95,7819.1,7825,22380435,1123.44
13-Nov-2015,7762.45,7775.1,7730.9,7762.25,165876819,7731.55
16-Nov-2015,7732.95,7838.85,7714.15,7806.6,154134885,6871.15
17-Nov-2015,7848.75,7860.45,7793,7837.55,149451211,6367.14
18-Nov-2015,7823.15,7843.4,7725.05,7731.8,148037721,6112.32
19-Nov-2015,7788.5,7854.9,7765.45,7842.75,136702518,7410.15
20-Nov-2015,7841.9,7906.95,7817.8,7856.55,156610433,7298.01
23-Nov-2015,7869.5,7877.5,7825.2,7849.25,130871603,6099.09
24-Nov-2015,7837,7870.35,7812.65,7831.6,134562905,6686.27
26-Nov-2015,7837.15,7897.1,7832,7883.8,226632193,11054.04
27-Nov-2015,7910.6,7959.3,7879.45,7942.7,154863047,7068.72
30-Nov-2015,7936.25,7966,7922.8,7935.25,223041699,15368.67
01-Dec-2015,7958.15,7972.15,7934.15,7954.9,142945421,6796.67
02-Dec-2015,7976.7,7979.3,7910.8,7931.35,130207404,6242.53
03-Dec-2015,7902.3,7912.3,7853.3,7864.15,129628400,5636.41
04-Dec-2015,7817.6,7821.4,7775.7,7781.9,157231681,7758.36
07-Dec-2015,7816.55,7825.4,7746.05,7765.4,141893279,6403.97
08-Dec-2015,7738.5,7771.25,7685.45,7701.7,139318392,5986.06
09-Dec-2015,7695.5,7702.85,7606.9,7612.5,144315690,6599.6
10-Dec-2015,7643.3,7691.95,7610,7683.3,145249292,6492.02
11-Dec-2015,7699.6,7703.05,7575.3,7610.45,172996480,6894.44
14-Dec-2015,7558.2,7663.95,7551.05,7650.05,153492615,6290.42
15-Dec-2015,7659.15,7705,7625.1,7700.9,138479057,6152.14
16-Dec-2015,7725.25,7776.6,7715.75,7750.9,159149338,6703.76
17-Dec-2015,7783.05,7852.9,7737.55,7844.35,181256780,7367.15
18-Dec-2015,7828.9,7836.15,7753.35,7761.95,197319843,8074.5
21-Dec-2015,7745.65,7840.75,7733.45,7834.45,130174102,5558.38
22-Dec-2015,7829.4,7846.3,7776.85,7786.1,129633328,5028.11
23-Dec-2015,7830.45,7871.45,7826.1,7865.95,121480721,4663.45
24-Dec-2015,7888.75,7888.75,7835.5,7861.05,96374245,3383.99
28-Dec-2015,7863.2,7937.2,7863,7925.15,126737811,5755.48
29-Dec-2015,7929.2,7942.15,7902.75,7928.95,116535971,4950.36
30-Dec-2015,7938.6,7944.75,7889.85,7896.25,110145855,4392.87
31-Dec-2015,7897.8,7955.55,7891.15,7946.35,155645098,6780.85
01-Jan-2016,7938.45,7972.55,7909.8,7963.2,64843836,2613.91
04-Jan-2016,7924.55,7937.55,7781.1,7791.3,138864905,5897.08
05-Jan-2016,7828.4,7831.2,7763.25,7784.65,149672973,5948.51
06-Jan-2016,7788.05,7800.95,7721.2,7741,151715828,6722.17
07-Jan-2016,7673.35,7674.95,7556.6,7568.3,194732861,7803.21
08-Jan-2016,7611.65,7634.1,7581.05,7601.35,162348690,6753.57
11-Jan-2016,7527.45,7605.1,7494.35,7563.85,194836791,7327.15
12-Jan-2016,7587.2,7588.3,7487.8,7510.3,168975973,7071.48
13-Jan-2016,7557.9,7590.95,7425.8,7562.4,221908258,9585.17
14-Jan-2016,7467.4,7604.8,7443.8,7536.8,206988549,9246.75
15-Jan-2016,7561.65,7566.5,7427.3,7437.8,203643071,8279.07
18-Jan-2016,7420.35,7463.65,7336.4,7351,240798183,8431.56
19-Jan-2016,7381.8,7462.75,7364.15,7435.1,194068339,7038.84
20-Jan-2016,7357,7470.9,7241.5,7309.3,232614141,8794.16
21-Jan-2016,7376.65,7398.7,7250,7276.8,248113284,9401.16
22-Jan-2016,7355.7,7433.4,7327.6,7422.45,236282061,7666.39
25-Jan-2016,7468.75,7487.15,7421.2,7436.15,168202502,5910.99
27-Jan-2016,7469.6,7477.9,7419.7,7437.75,193389891,6834.77
28-Jan-2016,7426.5,7468.85,7409.6,7424.65,283036298,10049.88
29-Jan-2016,7413.35,7575.65,7402.8,7563.55,307934042,11277.33
01-Feb-2016,7589.5,7600.45,7541.25,7555.95,206645021,8209.5
02-Feb-2016,7566.65,7576.3,7428.05,7455.55,237338907,8030.99
03-Feb-2016,7392.45,7419.4,7350.3,7361.8,197863301,6748.17
04-Feb-2016,7411.45,7457.05,7365.95,7404,229563364,7465.35
05-Feb-2016,7418.25,7503.15,7406.65,7489.1,257518899,8628.24
08-Feb-2016,7489.7,7512.55,7363.2,7387.25,176758985,5746.45
09-Feb-2016,7303.95,7323.45,7275.15,7298.2,218730280,7415.13
10-Feb-2016,7264.3,7271.85,7177.75,7215.7,254481339,8129.65
11-Feb-2016,7203.6,7208.65,6959.95,6976.35,301302956,9250.27
12-Feb-2016,7023.65,7034.8,6869,6980.95,344210729,11062.63
15-Feb-2016,7057.35,7182.8,7056.8,7162.95,365217073,10204.34
16-Feb-2016,7201.25,7204.65,7037.7,7048.25,261607451,7638.39
17-Feb-2016,7058.85,7123.7,6960.65,7108.45,268017961,7686.32
18-Feb-2016,7177.4,7215.1,7127.85,7191.75,254331498,8051.51
19-Feb-2016,7170.55,7226.85,7145.95,7210.75,198206480,6156.58
22-Feb-2016,7208.85,7252.4,7200.7,7234.55,159162842,5832.89
23-Feb-2016,7240.3,7241.7,7090.7,7109.55,200396978,6433.16
24-Feb-2016,7075,7090.8,7009.75,7018.7,205898417,6497.18
25-Feb-2016,7029.85,7034.2,6961.4,6970.6,291932544,9090.16
26-Feb-2016,7039.3,7052.9,6985.1,7029.75,213142575,6880.96
29-Feb-2016,7050.45,7094.6,6825.8,6987.05,487969285,15992.15
01-Mar-2016,7038.25,7235.5,7035.1,7222.3,283561570,9896.58
02-Mar-2016,7321.7,7380.35,7308.15,7368.85,348965708,10983.06
03-Mar-2016,7429.55,7483.95,7406.05,7475.6,287248532,9255.43
04-Mar-2016,7505.4,7505.9,7444.1,7485.35,290441230,8135.06
08-Mar-2016,7486.4,7527.15,7442.15,7485.3,264945393,8417.86
09-Mar-2016,7436.1,7539,7424.3,7531.8,252709391,9036.29
10-Mar-2016,7545.35,7547.1,7447.4,7486.15,231584305,8875.92
11-Mar-2016,7484.85,7543.95,7460.6,7510.2,204806572,7558.55
14-Mar-2016,7542.6,7583.7,7515.05,7538.75,172067214,6330.45
15-Mar-2016,7535.85,7545.2,7452.8,7460.6,199653871,7577.78
16-Mar-2016,7457.05,7508,7405.15,7498.75,201430035,7102.59
17-Mar-2016,7557.4,7585.3,7479.4,7512.55,247043954,9539.89
18-Mar-2016,7534.65,7613.6,7517.9,7604.35,244727490,9971.59
21-Mar-2016,7619.2,7713.55,7617.7,7704.25,202853386,8381.51
22-Mar-2016,7695.55,7728.2,7643.8,7714.9,215355848,8628.05
23-Mar-2016,7717.45,7726.85,7670.6,7716.5,205794773,7612.54
28-Mar-2016,7741,7749.4,7587.7,7615.1,249905118,10102.36
29-Mar-2016,7606.55,7652.9,7582.25,7597,223493457,10474.75
30-Mar-2016,7651.1,7741.95,7643.45,7735.2,239843751,9908.6
31-Mar-2016,7727.65,7777.6,7702,7738.4,391914059,15918.74
01-Apr-2016,7718.05,7740.15,7666.1,7713.05,189571551,8118.47
04-Apr-2016,7733.15,7764.45,7704.4,7758.8,160277940,6506.44
05-Apr-2016,7736.3,7736.3,7588.65,7603.2,210126897,8412.34
06-Apr-2016,7636.05,7638.65,7591.75,7614.35,170653808,6802.69
07-Apr-2016,7630.4,7630.75,7535.85,7546.45,241684050,7709.23
08-Apr-2016,7542.35,7569.35,7526.7,7555.2,147816460,5981.23
11-Apr-2016,7577.8,7678.8,7516.85,7671.4,185353268,7055.61
12-Apr-2016,7669.25,7717.4,7663.35,7708.95,168508978,6945.44
13-Apr-2016,7777.15,7864.8,7772.2,7850.45,227217288,10071.44
18-Apr-2016,7908.15,7920.6,7842.75,7914.7,190258561,10356.03
20-Apr-2016,7950.05,7950.4,7877.55,7914.75,211630060,10069.83
21-Apr-2016,7953.65,7978.45,7884.1,7912.05,230577117,9613.3
22-Apr-2016,7891.8,7923.35,7873.35,7899.3,188988540,7714.04
25-Apr-2016,7894.8,7911,7827,7855.05,150776959,7362.13
26-Apr-2016,7828.15,7974.5,7822.55,7962.65,208656803,9686.21
27-Apr-2016,7942,7991,7940.55,7979.9,213174058,9669.04
28-Apr-2016,7967.4,7992,7834.45,7847.25,301485186,14943.3
29-Apr-2016,7844.25,7889.05,7788.7,7849.8,251227047,9872.58
02-May-2016,7822.7,7829.8,7777.3,7805.9,150818181,6079.16
03-May-2016,7824.8,7890.25,7735.15,7747,192271370,8536.83
04-May-2016,7724.15,7749,7697.25,7706.55,205939089,7816.27
05-May-2016,7731,7777.55,7706.85,7735.5,190792828,8089.45
06-May-2016,7717.65,7738.9,7678.35,7733.45,168662226,6296.51
09-May-2016,7755.25,7873.65,7753.55,7866.05,165616829,7559.77
10-May-2016,7873.55,7896.9,7837.7,7887.8,166957276,7306.72
11-May-2016,7804.65,7893.1,7780.9,7848.85,220712496,9394.05
12-May-2016,7871.45,7916.05,7849.65,7900.4,157444918,7171.91
13-May-2016,7881,7881,7784.2,7814.9,185061782,10152.08
16-May-2016,7831.2,7873.9,7772.15,7860.75,211547775,7790.24
17-May-2016,7896.85,7940.1,7879.7,7890.75,189140810,8195.95
18-May-2016,7846.75,7882.05,7810.75,7870.15,161169418,7333.13
19-May-2016,7875.5,7876.2,7766.8,7783.4,175711829,7163.38
20-May-2016,7792.2,7812.4,7735.75,7749.7,161889432,6798.89
23-May-2016,7813.95,7820.6,7722.2,7731.05,177347948,7141.74
24-May-2016,7738.05,7761.55,7715.8,7748.85,151538169,6119.23
25-May-2016,7811.8,7941.2,7809.3,7934.9,181636649,8202.39
26-May-2016,7974.45,8083,7948.5,8069.65,272456307,12422
27-May-2016,8081.95,8164.2,8077.05,8156.65,268963949,10607.22
30-May-2016,8166.5,8200,8150.8,8178.5,255086293,9199.38
31-May-2016,8209.85,8213.6,8134.3,8160.1,485645737,21491.53
01-Jun-2016,8179.2,8215.35,8171.05,8179.95,200371829,8408.53
02-Jun-2016,8156.9,8229.5,8154.75,8218.95,187316365,8389.69
03-Jun-2016,8246.2,8262,8209.85,8220.8,390652017,10762.52
06-Jun-2016,8228.75,8234.7,8186.05,8201.05,176885226,7657.92
07-Jun-2016,8235.55,8294.95,8216.4,8266.45,249365706,10462.49
08-Jun-2016,8285.5,8288.9,8252.05,8273.05,179710369,7614.02
09-Jun-2016,8273.35,8273.35,8184.6,8203.6,180293039,7973.1
10-Jun-2016,8180.25,8265.6,8162.85,8170.05,187757375,7853.83
13-Jun-2016,8102.25,8125.25,8063.9,8110.6,174916286,7343.99
14-Jun-2016,8134.4,8134.95,8069.5,8108.85,150042362,6003.23
15-Jun-2016,8139.4,8213.2,8123.15,8206.6,174953935,6945.89
16-Jun-2016,8180.65,8180.65,8074.45,8140.75,195028743,7764.57
17-Jun-2016,8176.65,8195.25,8135.8,8170.2,171842760,7741.9
20-Jun-2016,8115.75,8244.15,8107.35,8238.5,173750792,7392.97
21-Jun-2016,8255.4,8257.25,8202.15,8219.9,141161921,5978.26
22-Jun-2016,8213.65,8238.35,8153.25,8203.7,140268297,6377.69
23-Jun-2016,8201.15,8285.6,8188.3,8270.45,158852677,6805.86
24-Jun-2016,8029.1,8100.7,7927.05,8088.6,306803641,13263.08
27-Jun-2016,8039.35,8120.65,8039.35,8094.7,167462711,7614.06
28-Jun-2016,8096.05,8146.35,8086.85,8127.85,175724276,7777.39
29-Jun-2016,8173.1,8212.4,8157.65,8204,151499716,6940.87
30-Jun-2016,8260.25,8308.15,8242.1,8287.75,288031935,12346.32
01-Jul-2016,8313.05,8356.75,8308.65,8328.35,170581881,7358.38
04-Jul-2016,8376.75,8398.45,8364.7,8370.7,158955823,6662.92
05-Jul-2016,8379.3,8381.45,8319.95,8335.95,143253937,5976.01
07-Jul-2016,8342,8361.95,8317.7,8337.9,160327315,7592.94
08-Jul-2016,8350,8353.3,8287.55,8323.2,142159935,6886.33
11-Jul-2016,8413.35,8475.25,8407.05,8467.9,154399933,7576.69
12-Jul-2016,8502.6,8526.6,8479.2,8521.05,189339750,7873.74
13-Jul-2016,8540.45,8550.25,8493.55,8519.5,201492184,8284.38
14-Jul-2016,8515.75,8571.4,8500.7,8565,158738499,6890.07
15-Jul-2016,8565.45,8594.8,8510.05,8541.4,228598684,12375.84
18-Jul-2016,8564.05,8587.1,8494.35,8508.7,169400452,8200.06
19-Jul-2016,8514.3,8540.05,8476.7,8528.55,173050805,7928.14
20-Jul-2016,8515.45,8569.9,8512.55,8565.85,165349380,7936.36
21-Jul-2016,8582.7,8585.25,8503.45,8510.1,154575685,7399.71
22-Jul-2016,8519.65,8548.95,8489.8,8541.2,147619642,6504
25-Jul-2016,8519.95,8641.15,8517.2,8635.65,154631398,7850.12
26-Jul-2016,8633.75,8644.9,8577.15,8590.65,159563469,8765.45
27-Jul-2016,8599.4,8665,8572.05,8615.8,189796380,10885.88
28-Jul-2016,8636.95,8674.7,8625.25,8666.3,240721865,12998.06
29-Jul-2016,8668.3,8670.35,8631.15,8638.5,161935155,8428.8
01-Aug-2016,8654.3,8711.3,8590.5,8636.55,194186858,9881.67
02-Aug-2016,8647.45,8687.2,8611.4,8622.9,174556789,8652.31
03-Aug-2016,8635.2,8635.45,8529.6,8544.85,168033073,8507.82
04-Aug-2016,8599.95,8601.4,8518.15,8551.1,169780463,7399.03
05-Aug-2016,8600.2,8689.4,8590.15,8683.15,162784913,7635.01
08-Aug-2016,8712.85,8723.5,8697.6,8711.35,177877012,7862.15
09-Aug-2016,8727.8,8728.35,8638.2,8678.25,206261255,9111.4
10-Aug-2016,8686.7,8690.1,8564.6,8575.3,178963496,8206.18
11-Aug-2016,8572.8,8601.15,8540.05,8592.15,195114539,8634.8
12-Aug-2016,8605.45,8684.3,8604.45,8672.15,272014034,11998.86
16-Aug-2016,8670.25,8682.35,8600.45,8642.55,231771409,10937.35
17-Aug-2016,8639.8,8667.1,8603.6,8624.05,179540691,8161.38
18-Aug-2016,8648.85,8690.7,8645.05,8673.25,169431656,7900.6
19-Aug-2016,8694.3,8696.6,8647.1,8666.9,197770568,8354.88
22-Aug-2016,8667,8684.85,8614,8629.15,156976546,7394.57
23-Aug-2016,8628.35,8642.15,8580,8632.6,193302503,7309.82
24-Aug-2016,8648.5,8661.05,8620.9,8650.3,154168043,7199.72
25-Aug-2016,8668.85,8683.05,8583.65,8592.2,219736214,10508.32
26-Aug-2016,8614.35,8622.95,8547.55,8572.55,152146666,7153.37
29-Aug-2016,8583.75,8622,8543.75,8607.45,133723771,6857.99
30-Aug-2016,8646.75,8750.6,8642.25,8744.35,154828719,8392.76
31-Aug-2016,8754.05,8819.2,8754.05,8786.2,373422334,22534.29
01-Sep-2016,8793.6,8813.25,8759.95,8774.65,246336047,9653.93
02-Sep-2016,8796.35,8824.1,8768.2,8809.65,197385217,8231.93
06-Sep-2016,8852.7,8950.85,8848.45,8943,201617132,9571.31
07-Sep-2016,8968.7,8968.7,8913.35,8917.95,299145644,11430.95
08-Sep-2016,8915.5,8960.35,8896,8952.5,223937056,10773.98
09-Sep-2016,8934.3,8939.15,8858.7,8866.7,181344327,9976.28
12-Sep-2016,8732.95,8746.95,8699.4,8715.6,190199613,9248.73
14-Sep-2016,8710.65,8739.85,8688.9,8726.6,189984289,9112.57
15-Sep-2016,8743.85,8751.95,8704.35,8742.55,149889703,7347.34
16-Sep-2016,8780.85,8847.65,8750.5,8779.85,274039556,14430.63
19-Sep-2016,8788.45,8824.3,8774.2,8808.4,135814177,7364.64
20-Sep-2016,8816.1,8816.45,8759.3,8775.9,140718486,7035.07
21-Sep-2016,8790.3,8826.85,8757.3,8777.15,153441330,7572.41
22-Sep-2016,8873.35,8893.35,8837.8,8867.45,178136644,9305.56
23-Sep-2016,8880.75,8885.2,8820.3,8831.55,191618169,9793.98
26-Sep-2016,8807.9,8809.55,8715.1,8723.05,169050086,8518.5
27-Sep-2016,8748.9,8768.5,8690.5,8706.4,156100521,7446.12
28-Sep-2016,8711.2,8767.05,8703.15,8745.15,170643694,8348.19
29-Sep-2016,8792.7,8800.65,8558.25,8591.25,384395249,19467.3
30-Sep-2016,8581.5,8637.15,8555.2,8611.15,187333285,8849.27
03-Oct-2016,8666.15,8745.2,8635,8738.1,141472076,7173.62
04-Oct-2016,8770,8783.65,8736.1,8769.15,189990151,8251.59
05-Oct-2016,8806.35,8806.95,8731.4,8743.95,162103951,6866.33
06-Oct-2016,8768.7,8781.15,8684.65,8709.55,168713605,8114.93
07-Oct-2016,8721.7,8723.7,8663.8,8697.6,155053800,8144.3
10-Oct-2016,8735.35,8745.8,8703.95,8708.8,111794053,5159.83
13-Oct-2016,8671.5,8681.55,8541.35,8573.35,218861324,10581.55
14-Oct-2016,8594,8604.45,8549.8,8583.4,167848947,9613.47
17-Oct-2016,8612.95,8615.4,8506.15,8520.4,203516577,8590.35
18-Oct-2016,8556.05,8685.1,8555.9,8677.9,216626083,9162.11
19-Oct-2016,8697.5,8698.75,8636.7,8659.1,177397872,7790.01
20-Oct-2016,8693.35,8727,8678.3,8699.4,165952091,7120.32
21-Oct-2016,8708.6,8709.1,8652.05,8693.05,162162047,8022.44
24-Oct-2016,8709.85,8736.95,8684.15,8708.95,161966274,6876.28
25-Oct-2016,8721.7,8722.65,8663.45,8691.3,195696479,8718.02
26-Oct-2016,8657.3,8657.3,8596.6,8615.25,226133074,9696.9
27-Oct-2016,8607.1,8624.85,8550.25,8615.25,250336333,12300.53
28-Oct-2016,8625,8653.75,8581.75,8638,180906084,8953.72
30-Oct-2016,8672.35,8678.25,8616.25,8625.7,16610872,805.89
01-Nov-2016,8653.15,8669.6,8614.5,8626.25,170068995,8441.3
02-Nov-2016,8542.8,8549.5,8504.85,8514,160130480,7683.07
03-Nov-2016,8499.85,8537.65,8476.15,8484.95,175773254,7558.06
04-Nov-2016,8503.6,8504,8400.25,8433.75,231783152,11798.48
07-Nov-2016,8535.75,8535.85,8481.45,8497.05,178070534,8436.7
08-Nov-2016,8540,8559.4,8480.1,8543.55,201759648,8515.57
09-Nov-2016,8067.5,8476.2,8002.25,8432,323968654,15536.37
10-Nov-2016,8555.6,8598.45,8510.7,8525.75,271196930,12386.39
11-Nov-2016,8456.65,8460.6,8284.95,8296.3,275221694,12485.11
15-Nov-2016,8284.85,8288.55,8093.2,8108.45,370298063,17387.22
16-Nov-2016,8205.65,8210.05,8089.4,8111.6,277801233,13705.03
17-Nov-2016,8105.1,8151.25,8060.3,8079.95,197183084,8713.06
18-Nov-2016,8097.55,8128.95,8048.3,8074.1,166199545,7901.64
21-Nov-2016,8102.1,8102.45,7916.4,7929.1,225608889,9199.11
22-Nov-2016,7989.15,8019.05,7938.15,8002.3,216677654,9000.44
23-Nov-2016,8051.2,8055.2,7973.1,8033.3,186602328,8681.67
24-Nov-2016,8011.8,8024.85,7952.55,7965.5,268619026,11868.11
25-Nov-2016,8007.95,8122.25,7976.75,8114.3,183355873,8920.79
28-Nov-2016,8080.65,8146.5,8066.5,8126.9,195595287,8666.87
29-Nov-2016,8131.55,8197.35,8128.7,8142.15,195618384,8486.32
30-Nov-2016,8172.15,8234.25,8139.25,8224.5,255725357,14473.78
01-Dec-2016,8244,8250.8,8185.05,8192.9,162597213,7720.96
02-Dec-2016,8153.55,8159.3,8070.05,8086.8,176767415,8050.5
05-Dec-2016,8088.75,8141.9,8056.85,8128.75,130435865,6432.02
06-Dec-2016,8153.15,8178.7,8130.85,8143.15,118854323,5417.56
07-Dec-2016,8168.4,8190.45,8077.5,8102.05,175024334,7900.03
08-Dec-2016,8152.1,8256.25,8151.75,8246.85,146857616,7275.01
09-Dec-2016,8271.7,8274.95,8241.95,8261.75,154344775,6866.81
12-Dec-2016,8230.65,8230.65,8154.45,8170.8,111432551,5026.02
13-Dec-2016,8196.15,8228.85,8155.8,8221.8,189739559,8976.54
14-Dec-2016,8229.35,8229.4,8165.1,8182.45,149132520,6763.63
15-Dec-2016,8128.4,8225.9,8121.95,8153.6,187425988,8579.44
16-Dec-2016,8178.2,8178.7,8127.45,8139.45,209268331,9854.07
19-Dec-2016,8126,8132.5,8094.85,8104.35,110669713,5272.2
20-Dec-2016,8110.6,8124.1,8062.75,8082.4,132026742,6296.67
21-Dec-2016,8105.85,8112.55,8053.25,8061.3,127543733,6304.6
22-Dec-2016,8043.85,8046.45,7964.95,7979.1,126409580,6206.58
23-Dec-2016,7972.5,8022.6,7942.05,7985.75,127921701,5907.28
26-Dec-2016,7965.1,7970.05,7893.8,7908.25,110171222,4808.67
27-Dec-2016,7915.05,8044.65,7903.7,8032.85,122463312,5282.66
28-Dec-2016,8047.55,8100.55,8028.4,8034.85,130580701,5816.34
29-Dec-2016,8030.6,8111.1,8020.8,8103.6,183984077,7635.4
30-Dec-2016,8119.65,8197,8114.75,8185.8,131457250,5800.7
02-Jan-2017,8210.1,8212,8133.8,8179.5,122016111,5255.49
03-Jan-2017,8196.05,8219.1,8148.6,8192.25,131186021,6053.67
04-Jan-2017,8202.65,8218.5,8180.9,8190.5,136476345,6543.13
05-Jan-2017,8226.65,8282.65,8223.7,8273.8,163957452,8180.68
06-Jan-2017,8281.85,8306.85,8233.25,8243.8,143689850,7298.74
09-Jan-2017,8259.35,8263,8227.75,8236.05,102211190,5197.62
10-Jan-2017,8262.7,8293.8,8261,8288.6,147312927,6904.57
11-Jan-2017,8327.8,8389,8322.25,8380.65,192285417,8938.68
12-Jan-2017,8391.05,8417.2,8382.3,8407.2,177948383,7359.24
13-Jan-2017,8457.65,8461.05,8373.15,8400.35,190949616,9156.16
16-Jan-2017,8390.95,8426.7,8374.4,8412.8,127938836,6043.67
17-Jan-2017,8415.05,8440.9,8378.3,8398,125781216,6389.21
18-Jan-2017,8403.85,8460.3,8397.4,8417,168867039,7411.23
19-Jan-2017,8418.4,8445.15,8404.05,8435.1,170956149,7324.14
20-Jan-2017,8404.35,8423.65,8340.95,8349.35,208901233,9014.51
23-Jan-2017,8329.6,8404.15,8327.2,8391.5,200993100,8664.94
24-Jan-2017,8407.05,8480.95,8398.15,8475.8,184745781,8524.17
25-Jan-2017,8499.45,8612.6,8493.95,8602.75,301490150,13901.89
27-Jan-2017,8610.5,8672.7,8606.9,8641.25,283905821,11568.92
30-Jan-2017,8635.55,8662.6,8617.75,8632.75,314110760,9333.49
31-Jan-2017,8629.45,8631.75,8552.4,8561.3,537110119,14721.17
01-Feb-2017,8570.35,8722.4,8537.5,8716.4,337797412,13494.05
02-Feb-2017,8724.75,8757.6,8685.8,8734.25,292329202,11555.02
03-Feb-2017,8735.15,8748.25,8707.75,8740.95,196936238,8193.45
06-Feb-2017,8785.45,8814.1,8770.2,8801.05,200403782,8701.51
07-Feb-2017,8805.7,8809.3,8741.05,8768.3,233294532,9060.63
08-Feb-2017,8774.55,8791.25,8715,8769.05,225485726,9110.24
09-Feb-2017,8795.55,8821.4,8724.1,8778.4,193282248,8972.67
10-Feb-2017,8812.35,8822.1,8771.2,8793.55,232947341,10320.17
13-Feb-2017,8819.8,8826.9,8754.2,8805.05,211180353,8659.48
14-Feb-2017,8819.9,8820.45,8772.5,8792.3,194133563,8494.44
15-Feb-2017,8778.95,8807.9,8712.85,8724.7,222828919,10472.37
16-Feb-2017,8739,8783.95,8719.6,8778,190277738,9695.63
17-Feb-2017,8883.7,8896.45,8804.25,8821.7,307526025,23432.58
20-Feb-2017,8818.55,8886.25,8809.8,8879.2,173022362,7833.53
21-Feb-2017,8890.75,8920.8,8860.95,8907.85,181091326,8863.71
22-Feb-2017,8931.6,8960.75,8905.25,8926.9,254677956,13514.08
23-Feb-2017,8956.4,8982.15,8927.55,8939.5,388874096,17243.08
27-Feb-2017,8943.7,8951.8,8888.65,8896.7,195847099,10388.83
28-Feb-2017,8898.95,8914.75,8867.6,8879.6,302722890,13819.57
01-Mar-2017,8904.4,8960.8,8898.6,8945.8,212328974,9681.99
02-Mar-2017,8982.85,8992.5,8879.8,8899.75,225608140,10075.19
03-Mar-2017,8883.5,8907.1,8860.1,8897.55,208915878,9783.57
06-Mar-2017,8915.1,8967.8,8914,8963.45,180194586,8955.06
07-Mar-2017,8977.75,8977.85,8932.8,8946.9,178827506,8149.28
08-Mar-2017,8950.7,8957.05,8891.95,8924.3,183325544,9489.36
09-Mar-2017,8914.5,8945.8,8899.5,8927,176810453,8493.21
10-Mar-2017,8953.7,8975.7,8903.95,8934.55,157419999,7385.28
14-Mar-2017,9091.65,9122.75,9060.5,9087,278726933,14087.57
15-Mar-2017,9086.85,9106.55,9075.5,9084.8,248033251,9671.51
16-Mar-2017,9129.65,9158.45,9128.55,9153.7,215096446,9275.05
17-Mar-2017,9207.8,9218.4,9147.6,9160.05,295554265,13226.29
20-Mar-2017,9166.95,9167.6,9116.3,9126.85,342395900,9251.16
21-Mar-2017,9133.95,9147.75,9087.2,9121.5,255396073,10191.6
22-Mar-2017,9047.2,9072.9,9019.3,9030.45,239463699,10065.92
23-Mar-2017,9048.75,9099.05,9048.6,9086.3,197705274,8699.36
24-Mar-2017,9104,9133.55,9089.4,9108,210021581,8853.03
27-Mar-2017,9093.45,9094.85,9024.65,9045.2,209036051,8921.57
28-Mar-2017,9081.5,9110.4,9079.8,9100.8,188985603,8139.28
29-Mar-2017,9128.7,9153.15,9109.1,9143.8,250902906,11089.43
30-Mar-2017,9142.6,9183.15,9136.35,9173.75,333410368,15585.42
31-Mar-2017,9158.9,9191.7,9152.1,9173.75,196771674,10955.05
03-Apr-2017,9220.6,9245.35,9192.4,9237.85,143444541,8337.06
05-Apr-2017,9264.4,9273.9,9215.4,9265.15,190529461,11461.96
06-Apr-2017,9245.8,9267.95,9218.85,9261.95,191937207,10332.6
07-Apr-2017,9223.7,9250.5,9188.1,9198.3,195918747,10217.13
10-Apr-2017,9225.6,9225.65,9174.85,9181.45,139968750,8140.08
